ID,EDAD,ID_ATLETA,ID_RESULTADO,ID_PAIS_REPRESENTA
171,34,52,122,2
172,34,52,123,2
173,37,53,124,2
174,37,53,125,2
175,37,53,100,2
176,22,54,126,2
177,26,54,127,2
178,25,55,117,2
179,28,56,128,2
180,30,57,129,2
181,30,57,130,2
182,25,58,131,2
183,25,58,126,2
184,29,58,132,2
185,29,58,127,2
186,24,59,133,2
187,24,59,134,2
188,24,59,135,2
189,28,59,136,2
190,28,59,137,2
191,28,59,113,2
192,43,60,99,2
193,43,60,125,2
194,43,60,135,2
195,21,61,138,2
196,21,61,139,2
197,25,61,140,2
198,29,61,141,2
199,36,62,142,2
200,23,63,143,2
201,27,63,144,2
202,27,63,104,2
203,27,63,139,2
204,31,64,145,2
205,31,64,146,2
206,37,65,102,2
207,25,66,119,2
208,38,67,111,2
209,27,68,147,2
210,27,68,106,2
211,21,69,148,2
212,21,69,149,2
213,28,70,150,2
214,38,71,151,2
215,20,72,152,2
216,20,72,116,2
217,24,72,149,2
218,28,72,153,2
219,28,72,128,2
220,24,73,154,2
221,24,73,105,2
222,28,73,155,2
223,28,73,156,2
224,26,74,157,2
225,23,75,104,2
226,23,75,158,2
227,27,75,155,2
228,27,75,159,2
229,35,76,40,2
230,35,76,41,2
231,35,76,160,2
232,35,76,161,2
233,39,76,97,2
234,39,76,71,2
235,39,76,162,2
236,26,77,78,2
237,26,77,163,2
238,33,78,164,2
239,33,78,165,2
240,41,78,11,2
241,41,78,4,2
242,41,78,166,2
243,26,79,167,2
244,26,79,168,2
245,30,80,169,2
246,39,81,70,2
247,39,81,170,2
248,39,81,171,2
249,43,81,172,2
250,43,81,173,2
251,25,82,78,2
252,25,82,163,2
253,29,82,174,2
254,29,82,175,2
255,39,83,176,2
256,36,84,65,2
257,22,85,177,2
258,22,85,178,2
259,26,85,179,2
260,28,86,180,2
261,28,86,181,2
262,35,87,70,2
263,35,87,176,2
264,39,87,122,2
265,39,87,182,2
266,39,87,165,2
267,25,88,183,2
268,25,88,184,2
269,25,88,185,2
270,25,88,186,2
271,25,88,187,2
272,25,88,79,2
273,33,88,40,2
274,28,89,188,2
275,28,89,108,2
276,28,89,185,2
277,28,89,189,2
278,28,89,190,2
279,28,89,79,2
280,36,89,191,2
281,33,90,192,2
282,33,90,157,2
283,41,91,193,2
284,41,91,41,2
285,41,91,194,2
286,41,91,195,2
287,32,92,196,2
288,32,92,197,2
289,28,93,144,2
290,37,94,198,2
291,37,94,137,2
292,39,95,112,2
293,39,95,199,2
294,32,96,200,2
295,40,97,40,2
296,40,97,41,2
297,40,97,201,2
298,40,97,161,2
299,44,97,71,2
300,44,97,162,2
301,23,98,202,2
302,27,98,203,2
303,31,98,204,2
304,31,98,205,2
305,22,99,6,2
306,22,99,169,2
307,26,99,206,2
308,30,99,207,2
309,44,100,40,2
310,44,100,191,2
311,44,100,195,2
312,24,101,200,2
313,28,101,104,2
314,28,101,158,2
315,32,101,208,2
316,36,102,198,2
317,36,102,199,2
318,27,103,204,2
319,27,103,205,2
320,31,103,209,2
321,31,103,210,2
322,26,104,172,2
323,26,104,211,2
324,28,105,212,2
325,28,105,211,2
326,36,105,213,2
327,36,105,125,2
328,36,105,166,2
329,33,106,214,2
330,33,106,215,2
331,33,106,25,2
332,33,106,187,2
333,33,106,79,2
334,29,107,145,2
335,29,107,71,2
336,29,107,173,2
337,25,108,89,2
338,,109,188,2
339,,109,25,2
340,,109,189,2
341,,109,51,2
342,,109,79,2
343,27,110,180,2
344,27,110,216,2
345,26,111,200,2
346,30,111,154,2
347,30,111,205,2
348,21,112,217,2
349,21,112,178,2
350,25,112,218,2
351,25,112,179,2
352,29,112,219,2
353,38,113,220,2
354,38,113,216,2
355,38,113,221,2
356,38,113,197,2
357,27,114,94,2
358,27,114,205,2
359,31,114,210,2
360,23,115,222,2
361,27,115,206,2
362,41,116,171,2
363,22,117,223,2
364,30,117,224,2
365,30,118,225,2
366,30,118,125,2
367,30,118,226,2
368,31,119,77,1
369,31,119,184,1
370,31,119,50,1
371,31,119,189,1
372,31,119,51,1
373,31,119,68,1
374,25,120,227,2
375,25,120,199,2
376,22,121,174,2
377,22,121,175,2
378,28,122,44,2
379,28,122,134,2
